Timestamp,Turn,Phase,Speaker,ActionType,P_WantTalk,Text
16:57:34,0,SETUP,AI,,0.50,"こんにちは。たくさんお話しできたら嬉しいです！"
16:57:39,1,SETUP,User,NORMAL,0.40,"こんにちは"
16:57:41,1,INTRO,AI,,0.40,"こんにちは！気軽に話しかけてくださいね。今日はどんな気分ですか？"
16:57:52,2,INTRO,User,DISCLOSURE,0.62,"良い気分です！"
16:57:57,2,SURROUNDINGS,AI,,0.62,"良い気分で何よりです！この画像、カフェのような雰囲気ですね。人々が集まって話している様子が面白いです。どんな会話がされていると思いますか？"
16:58:28,3,SURROUNDINGS,User,NORMAL,0.53,"わかんないな"
16:58:33,3,BRIDGE,AI,,0.53,"この画像はカフェのカウンターのようですね。みんながコーヒーを飲みながらリラックスしているように見えます。カフェでのんびりするのは好きですか？"
16:58:54,4,BRIDGE,User,NORMAL,0.43,"はい好きですね"
16:58:59,4,BRIDGE,AI,,0.43,"カウンター席があるカフェのようですね。落ち着いた雰囲気を感じます。こんな場所でコーヒーを飲みながら過ごすのは素敵ですね！どんな飲み物が好きですか？"
16:59:14,5,BRIDGE,User,DISCLOSURE,0.65,"コーヒーが好きです"
16:59:18,5,DEEP_DIVE,AI,,0.65,"コーヒーがお好きなんですね！その香りと味は特別ですよね。カフェで飲むコーヒー、特にお気に入りのシチュエーションはありますか？"
16:59:45,6,DEEP_DIVE,User,DISCLOSURE,0.82,"静かなカフェで本を読みながらコーヒーを飲むのが好きかな"
16:59:49,6,DEEP_DIVE,AI,,0.82,"静かなカフェで本を読みながらコーヒーを楽しむなんて、とても贅沢な時間ですね。その瞬間、どんな本を手に取ることが多いですか？"
17:00:53,7,DEEP_DIVE,User,NORMAL,0.76,"それはわからない"
17:00:57,7,DEEP_DIVE,AI,,0.76,"なるほど、本を選ぶのもその時の気分や偶然が影響することもありますよね。静かなカフェで読書する時間が、気持ちをリセットする特別な時間になっているのかもしれませんね！"
